gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,tenure_bucket,service_count,revenue_to_date,contract_payment_risk,senior_high_charges,family_status,churn_actual,churn_proba,churn_pred,risk_category
Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),52.85,1498.65,24-36m,3,1426.95,0,0,Single,No,0.046966430741937286,0,Low
Female,1,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,0-12m,1,71.0,1,1,Family,Yes,0.7892945387774223,1,High
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,12-24m,1,342.54999999999995,0,0,Single,No,0.024919688035522736,0,Low
Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),68.75,4447.55,48m+,6,4537.5,0,0,Single,No,0.04178557451106523,0,Low
Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1050.5,48m+,1,1033.5,0,0,Single,No,0.03300420669016163,0,Low
Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.8,3626.35,36-48m,4,3731.2,0,0,Couple,No,0.216908583555533,0,Low
Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.85,1071.6,48m+,1,1084.2,0,0,Family,No,0.021577514997898145,0,Low
Male,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.05,6333.4,48m+,8,6303.5,0,1,Couple,No,0.02956264828397267,0,Low
Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.75,25.75,0-12m,2,25.75,0,0,Single,No,0.21935574544135716,0,Low
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,94.1,5638.3,48m+,5,5740.099999999999,0,0,Couple,Yes,0.0694368554862677,0,Low
Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,12-24m,5,1918.05,0,0,Family,Yes,0.3446274228924991,1,Medium
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,0-12m,1,226.60000000000002,0,0,Family,No,0.10055053171064866,0,Low
Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146.5,24-36m,3,2229.5,1,0,Single,No,0.5186548309777756,1,Medium
Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,48m+,1,1191.0,0,0,Single,No,0.009767000495554541,0,Low
Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,84.85,0-12m,3,84.85,1,0,Single,Yes,0.8091358344726455,1,Very High
Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.4,2349.8,24-36m,5,2402.4,0,0,Single,No,0.30004615141026153,0,Medium
Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.5,2088.45,12-24m,3,1932.0,1,1,Single,No,0.6248655182151358,1,High
Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.05,2090.25,12-24m,5,2201.1,0,0,Family,No,0.3225191536685806,0,Medium
Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.85,4947.55,48m+,5,5041.349999999999,0,0,Couple,No,0.24426537060678424,0,Low
Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.55,5251.75,48m+,4,5218.55,0,1,Couple,No,0.1202827340919166,0,Low
Male,0,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,36-48m,4,2389.2,0,0,Couple,No,0.1379011693965144,0,Low
Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,1397.475,0-12m,6,0.0,0,0,Family,No,0.18047785254473708,0,Low
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,0-12m,2,378.25,0,0,Single,No,0.5492500917525914,1,Medium
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,78.8,0-12m,2,78.8,1,0,Couple,Yes,0.8595688373801319,1,Very High
Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,24-36m,4,1600.3,0,0,Single,No,0.057483647974146596,0,Low
Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.35,1302.65,12-24m,4,1265.25,0,0,Single,No,0.351457503746502,1,Medium
Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,307.4,0-12m,2,321.4,1,0,Couple,Yes,0.697252142069036,1,High
Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.6,959.9,0-12m,4,1015.1999999999999,1,0,Couple,No,0.5284086906650746,1,Medium
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.9,49.9,0-12m,2,49.9,0,0,Family,Yes,0.4366698990687356,1,Medium
Male,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.95,1271.8,12-24m,4,1274.9,0,0,Family,No,0.09897741370189311,0,Low
Male,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.65,2409.9,48m+,3,2432.85,0,0,Couple,No,0.114538255373923,0,Low
Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,265.75,12-24m,1,256.75,0,0,Single,No,0.021991120011629412,0,Low
Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.55,6130.95,48m+,5,5976.3,0,0,Couple,No,0.08261305835893222,0,Low
Male,0,Yes,No,62,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.0,2337.45,48m+,2,2418.0,0,0,Couple,No,0.04843676151279347,0,Low
Male,0,Yes,Yes,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.3,4189.7,48m+,4,4177.8,0,0,Family,No,0.029896053934251703,0,Low
Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.2,108.95,0-12m,1,105.60000000000001,0,0,Single,Yes,0.36664537114489165,1,Medium
Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.8,4111.35,48m+,6,4334.4,0,0,Single,No,0.0401895045180965,0,Low
Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,278.85,12-24m,1,290.25,0,0,Family,No,0.032777706982303687,0,Low
Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,4107.3,36-48m,5,4046.2999999999997,1,0,Couple,No,0.3857386102084419,1,Medium
Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.05,7108.2,48m+,7,7088.25,0,1,Single,No,0.23817155879776347,0,Low
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.7,169.8,0-12m,3,171.4,1,0,Single,Yes,0.816977450688436,1,Very High
Female,0,No,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.1,709.5,12-24m,2,701.4,0,0,Single,No,0.16190198046537455,0,Low
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05,7508.55,48m+,7,7415.4,0,0,Family,No,0.10438315069879411,0,Low
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.6,356.15,12-24m,1,392.0,0,0,Single,No,0.059634326014848256,0,Low
Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,48m+,5,3716.4,0,0,Family,No,0.029644767486562466,0,Low
Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1468.75,48m+,1,1425.6000000000001,0,0,Single,No,0.007493436114209074,0,Low
Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,0-12m,3,506.40000000000003,1,0,Single,Yes,0.6892425757690659,1,High
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,48m+,6,3916.7000000000003,0,0,Single,No,0.02196437362459692,0,Low
Female,0,Yes,Yes,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.1,3913.3,48m+,4,3995.7,0,0,Family,Yes,0.06699016982127859,0,Low
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,0-12m,1,20.1,0,0,Single,Yes,0.5790894996119011,1,Medium
Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.0,749.25,12-24m,2,735.0,1,0,Single,No,0.4957270160204365,1,Medium
Female,1,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.2,3233.85,36-48m,3,3168.0,0,1,Single,Yes,0.343397744944703,1,Medium
Male,0,No,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,3888.65,48m+,5,3830.4500000000003,0,0,Single,No,0.018426871472832562,0,Low
Female,1,Yes,No,13,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.3,528.45,12-24m,2,588.9,1,0,Couple,No,0.5521717556720211,1,Medium
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,48m+,8,6562.8,0,0,Couple,No,0.01730361269642405,0,Low
Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,48m+,5,4976.400000000001,0,0,Family,No,0.17840585251914778,0,Low
Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.15,5224.5,48m+,3,5112.450000000001,0,0,Couple,No,0.07201828112812277,0,Low
Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.1,529.5,24-36m,1,553.9000000000001,0,0,Single,No,0.004854044290430698,0,Low
Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.55,2878.75,24-36m,5,2915.95,0,0,Single,No,0.3521783916278367,1,Medium
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75,67.1,0-12m,1,62.25,0,0,Single,No,0.1095859618853624,0,Low
Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,414.95,12-24m,1,391.40000000000003,0,0,Family,No,0.036319779906189946,0,Low
Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,6241.35,48m+,5,6093.900000000001,0,0,Family,No,0.2671837327098879,0,Low
Female,0,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,583.0,0-12m,3,542.5,1,0,Single,No,0.28438624258960327,0,Low
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,48m+,7,7349.900000000001,0,0,Couple,No,0.1805347318617424,0,Low
Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.55,839.4,36-48m,1,821.1,0,0,Single,No,0.008667327961590277,0,Low
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,0-12m,2,75.7,1,0,Single,Yes,0.8370069749411616,1,Very High
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,424.75,0-12m,3,420.0,1,0,Single,No,0.7542831635424954,1,High
Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,403.15,12-24m,1,390.0,0,0,Single,No,0.008384890570844657,0,Low
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,0-12m,1,69.5,0,0,Single,Yes,0.7810365117868804,1,High
Male,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,494.95,0-12m,3,473.70000000000005,1,0,Single,No,0.5638376782570993,1,Medium
Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,24-36m,6,3615.8999999999996,1,0,Single,Yes,0.48557377954640607,1,Medium
Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,12-24m,1,411.6,0,0,Single,No,0.004857145816708318,0,Low
Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,36-48m,7,4997.900000000001,0,0,Single,No,0.2696905902980577,0,Low
Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,24-36m,5,3321.8,0,0,Family,No,0.3374732742166563,0,Medium
Male,0,No,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.0,1242.45,24-36m,4,1305.0,0,0,Family,No,0.06239783315720809,0,Low
Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,24-36m,3,2177.55,0,0,Family,No,0.14347488688287463,0,Low
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,6510.45,48m+,8,6465.599999999999,0,0,Family,No,0.0020890384056838547,0,Low
Female,0,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,2455.05,36-48m,3,2291.1,0,0,Single,No,0.1149065954669764,0,Low
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,24-36m,3,2107.35,1,1,Single,Yes,0.5082166311174785,1,Medium
Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,48m+,5,4362.599999999999,0,0,Couple,No,0.026316235222040872,0,Low
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,0-12m,2,151.1,1,0,Single,Yes,0.7204435578356434,1,High
Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,24-36m,4,3078.4,1,0,Single,Yes,0.417582614421489,1,Medium
Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,12-24m,2,1049.3,1,1,Single,Yes,0.6696371394697656,1,High
Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.95,1682.4,12-24m,4,1709.05,0,0,Single,No,0.2118734003768479,0,Low
Male,0,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,36-48m,5,3091.2000000000003,0,0,Family,No,0.09046996418065889,0,Low
Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,0-12m,2,295.6,1,0,Single,Yes,0.5768463515385774,1,Medium
Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,48m+,4,5121.45,1,1,Couple,No,0.29563243046350335,0,Low
Male,0,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,48m+,5,4361.6,0,0,Family,No,0.04936745393768853,0,Low
Female,1,Yes,No,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),68.45,4014.0,48m+,6,3833.2000000000003,0,0,Couple,No,0.062245067005644764,0,Low
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,48m+,1,1362.75,0,0,Family,No,0.010324449828214849,0,Low
Male,0,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7,521.0,0-12m,5,537.0,0,0,Family,No,0.07045670352989061,0,Low
Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.0,241.3,0-12m,3,240.0,1,0,Family,No,0.7177905529728913,1,High
Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.2,954.9,24-36m,2,917.0,0,0,Single,No,0.0843483720723816,0,Low
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,0-12m,1,211.75,0,0,Family,Yes,0.09646929011902011,0,Low
Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.55,5514.95,48m+,5,5630.8,0,0,Couple,No,0.22038646850254626,0,Low
Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.95,1222.25,48m+,2,1272.45,0,0,Family,No,0.02927345113099493,0,Low
Male,1,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,24-36m,4,3270.6,1,1,Single,Yes,0.39083524510249856,1,Medium
Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,0-12m,1,102.25,0,0,Family,No,0.030509545566601747,0,Low
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,20.4,0-12m,1,20.4,0,0,Family,No,0.22690461431068099,0,Low
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,0-12m,2,520.8000000000001,0,1,Couple,Yes,0.6641330748152637,1,High
Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.65,3804.4,48m+,3,3701.85,0,0,Couple,No,0.04608831974019387,0,Low
Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,1544.05,12-24m,5,1485.0,0,0,Family,Yes,0.12033711875325544,0,Low
Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,1618.2,48m+,2,1524.6,0,0,Single,No,0.002694885666274799,0,Low
Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.75,4264.25,48m+,6,4166.25,0,0,Family,No,0.05807040779039384,0,Low
Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,57.55,161.45,0-12m,3,172.64999999999998,1,0,Single,No,0.439165762566802,1,Medium
Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5398.6,48m+,6,5450.45,0,0,Family,No,0.039719469962197246,0,Low
Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,0-12m,0,75.75,1,0,Single,Yes,0.5380274306964314,1,Medium
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0-12m,1,19.75,0,0,Single,No,0.3470530951257442,1,Medium
Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,12-24m,4,1424.8,0,0,Single,Yes,0.39014939960675865,1,Medium
Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,6590.5,48m+,6,6451.099999999999,0,0,Family,No,0.19516931438728202,0,Low
Female,0,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,0-12m,5,524.0,0,0,Single,No,0.2523631679689582,0,Low
Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,190.25,0-12m,1,180.9,0,0,Family,No,0.025370544875851414,0,Low
Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,0-12m,1,117.0,0,0,Couple,Yes,0.14042513377874244,0,Low
Female,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,59.0,1654.45,24-36m,4,1652.0,0,0,Single,No,0.04195198484444025,0,Low
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,525.55,24-36m,1,504.4,0,0,Single,No,0.004854044290430698,0,Low
Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,36-48m,5,3843.7000000000003,0,0,Family,No,0.3646816596272133,1,Medium
Female,0,No,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.3,913.3,12-24m,2,905.4,1,0,Single,No,0.36151512494722043,1,Medium
Female,0,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.0,95.05,0-12m,1,93.0,0,0,Family,Yes,0.37733748844704496,1,Medium
Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.0,78.25,0-12m,0,75.0,0,0,Couple,No,0.4880339485094973,1,Medium
Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,48m+,6,5106.5,0,0,Couple,No,0.04013706573344953,0,Low
Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),69.35,4653.25,48m+,6,4646.45,0,0,Family,No,0.07333674035303742,0,Low
Male,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.35,1654.6,48m+,2,1728.8500000000001,0,0,Family,No,0.002589717017261896,0,Low
Male,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.1,1083.7,12-24m,5,1105.6,1,0,Family,No,0.3384351720060058,0,Medium
Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,0-12m,4,655.0,1,0,Family,No,0.3772024547507302,1,Medium
Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,0-12m,4,90.85,0,0,Single,Yes,0.7859735065799194,1,High
Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,0-12m,2,675.5999999999999,0,0,Family,No,0.19875369786325212,0,Low
Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),53.85,259.8,0-12m,3,269.25,0,0,Single,Yes,0.23263779010949026,0,Low
Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,36-48m,5,3968.0,0,1,Couple,Yes,0.2679286978881173,0,Low
Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,12-24m,4,1363.95,0,0,Couple,No,0.17314865059816117,0,Low
Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95,0-12m,5,614.25,0,0,Single,No,0.1618892631131738,0,Low
Female,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1,0-12m,2,352.09999999999997,0,0,Couple,No,0.24253179726324578,0,Low
